0.89394,0.22191,0.73732,-0.54867
0.11693,-0.85065,-0.29046,0.63911
1.7263,0.23102,0.58238,0.31489
0.80646,0.16098,0.94641,-0.33069
0.75684,0.22255,1.0394,0.66459
0.97624,0.89119,0.94667,-0.34634
0.64828,0.30408,1.2478,0.11463
-0.027735,0.45394,1.3184,0.5282
1.3701,0.011068,0.10326,0.33383
0.29252,0.76748,1.1577,-0.04799
0.28229,0.55912,1.3904,-0.18292
0.51861,0.93428,0.64479,0.33819
0.2341,0.48047,1.5966,-0.27896
0.20056,0.62675,0.94581,0.6268
0.25127,0.17297,1.4304,-0.053757
0.74218,0.58915,1.0622,-0.37022
0.93712,0.70785,0.92599,-0.22936
0.44298,0.69058,1.1857,0.34126
1.2836,0.40362,0.56804,0.019741
0.15938,0.67854,1.2083,-0.066215
1.0479,0.16484,0.82972,0.62672
0.31757,0.10385,1.1862,-0.014676
0.17245,0.75809,0.34756,-0.13465
0.41607,0.14802,0.90948,0.44071
1.0113,0.16037,1.3324,0.086453
1.6015,0.34307,0.44595,-0.56472
0.70234,0.86588,1.1108,0.31579
1.2519,0.55454,0.49332,-0.023621
0.78186,0.14169,0.95737,-0.25947
0.31094,0.99764,1.0825,0.22896
0.22893,1.2461,0.66147,-0.078924
0.085312,0.37028,1.5187,-0.021589
1.1573,0.44749,1.3719,-0.055529
0.33508,1.004,0.93524,0.41877
1.0285,0.27626,1.1603,-0.26042
0.96119,0.6836,1.0579,-0.29396
0.68934,0.45776,1.289,0.2447
0.29212,1.1069,0.77736,-0.35419
0.84551,1.1999,0.89668,0.050921
0.30762,0.88169,1.0172,-0.054953
0.92348,0.2506,1.2192,0.36324
0.74701,0.58818,1.2515,-0.05302
0.1132,-0.51106,1.3633,-0.02564
0.95805,0.8755,0.30294,0.19681
0.86633,0.48475,0.79722,0.2019
1.0344,0.14322,1.1653,-0.10899
1.2289,0.74612,0.93621,-0.35178
0.88362,0.94798,0.82289,0.24679
0.97041,1.0593,0.55304,0.21161
0.71742,0.54502,1.2027,0.61638
0.61778,0.35965,1.2755,-0.35748
0.6587,1.1671,0.56512,0.17659
1.1011,0.6367,0.71548,0.029044
0.66411,0.23737,1.2441,0.37877
1.933,0.10614,0.45346,0.070132
0.75764,0.71165,1.2069,-0.36124
0.13098,1.0082,0.65866,-0.4921
0.58121,0.31676,1.1447,0.011861
0.68602,0.74734,0.717,-0.20746
0.91669,0.52148,1.146,0.014408
0.67063,0.98328,0.31401,-0.21312
1.353,0.40132,0.52861,-0.55017
0.61903,0.35698,1.3608,0.00070272
0.19948,0.634,1.4661,-0.056901
0.065646,-0.098551,1.2324,-0.57074
0.36816,0.55979,1.0635,0.36742
0.61813,0.7972,1.2301,-0.09346
0.66913,1.3041,0.72573,0.35346
0.6303,0.39023,1.5896,-0.26815
0.13791,0.82199,0.86934,0.13731
-0.28254,-0.26712,1.3652,-0.18075
0.5187,1.1068,1.1738,-0.067797
0.39129,0.59421,1.4403,0.51584
0.83648,-0.14004,0.82188,-0.17009
0.51788,0.99423,0.88963,-0.39155
0.50198,0.65011,1.4323,-0.4723
0.58088,0.76537,1.3302,-0.12002
0.87633,0.32785,1.0489,0.6559
0.10421,1.2639,0.34264,0.075679
0.36032,1.2613,0.65477,0.20949
0.94994,0.84857,0.67936,0.15761
0.07718,0.83974,1.2905,0.34116
0.53964,0.39601,0.76242,-0.27422
0.45391,0.52778,0.39328,0.15986
1.886,0.35982,0.058853,0.30492
0.76545,0.51692,1.024,0.32036
0.033526,1.174,0.50695,-0.3901
1.3131,0.78313,0.4693,-0.13654
0.77098,0.66755,0.88128,0.07226
0.40568,0.10009,1.0341,0.57974
0.7529,0.96362,1.0812,0.24548
0.29089,0.078861,1.2829,-0.23871
0.32704,0.71623,1.4405,0.22778
0.72991,0.27485,0.99858,0.38322
0.32484,0.85385,1.1132,-0.18323
1.0195,0.36309,0.77325,0.96728
0.037494,0.30584,1.3221,-0.32767
0.99234,0.61906,0.7126,-0.20752
0.87332,-0.095554,0.91357,0.44616
0.84507,0.75846,0.86602,-0.72087
