1.2852,0.58663,0.58322,0.1546
1.078,0.61141,0.74597,0.18202
1.6468,0.18211,0.59338,0.33326
1.2023,0.61732,0.81046,-0.21336
0.5959,0.15529,0.85357,0.42128
1.0555,0.77303,0.89152,-0.13614
0.50849,0.42688,1.3062,0.001579
0.75469,0.10016,1.1246,-0.072048
0.39867,0.7642,1.0563,0.12746
0.44654,0.44932,1.2983,0.56351
0.16253,0.64593,1.2396,0.12502
0.46602,0.74827,0.96946,0.083082
0.62014,0.34028,1.007,0.18794
0.60105,0.97894,0.51625,-0.027471
0.32853,0.548,1.3864,-0.1264
0.51885,0.4443,1.1543,-0.38813
0.32403,0.80542,0.93611,-0.52497
0.27191,0.59843,1.13,0.0020207
0.97979,0.54136,0.76507,-0.3929
0.077243,0.78356,0.96622,0.2847
-0.033318,0.069959,1.1385,0.52515
1.0441,0.72892,0.68112,0.05242
-0.13986,0.50885,0.59577,-0.14093
0.5049,-0.092997,0.98506,0.15206
0.72086,-0.12275,1.4899,0.13657
1.5176,0.50636,-0.050008,-0.086972
0.97254,0.73004,1.1009,0.16044
0.68215,0.64346,0.6169,-0.2134
1.2623,-0.03409,0.83088,-0.15793
-0.090567,0.96296,0.76672,0.4608
0.46466,0.46084,1.1434,-0.39973
0.31611,0.50316,1.6905,0.1169
1.1945,0.47619,1.2745,0.37559
0.23783,1.0747,0.50458,0.36401
1.3769,0.45677,0.8273,-0.12279
0.91716,0.74788,1.0543,-0.36034
0.35611,0.40038,1.3416,-0.11505
0.37251,1.0079,0.87153,0.26433
0.82723,0.54539,0.92237,0.48839
0.55695,0.91111,1.2183,0.036183
0.74747,0.31452,1.1395,0.59998
0.51278,0.99718,1.0956,-0.16064
0.0080712,-0.15488,1.3347,0.16226
0.99801,0.55063,0.60106,-0.068181
0.44071,0.58905,0.83409,0.16894
0.7382,0.36069,1.1995,-0.32038
1.4886,0.66376,0.70388,-0.38506
1.063,0.97375,0.84852,-0.079391
0.57167,1.0258,0.87189,0.034463
0.26964,0.6754,1.161,0.59397
0.32597,0.3604,1.1431,-0.59131
0.89767,0.59889,0.95796,-0.048718
0.79358,0.79919,0.8246,0.054097
0.97997,0.62283,1.3021,0.043495
1.6222,-0.13996,0.53139,0.17258
0.88829,0.70299,1.2075,-0.21016
0.28216,0.86083,0.52363,-0.75252
0.70906,0.75104,1.0431,0.015085
1.0765,0.49814,0.86889,0.19499
0.83361,0.47822,1.139,-0.42954
1.2081,0.76165,0.19886,0.36313
1.346,0.30551,0.54176,-0.53445
0.23045,0.10019,1.2263,-0.19719
0.1695,1.1169,0.82482,-0.3586
0.17352,0.32929,1.209,-0.34381
-0.10897,0.47952,0.82942,-0.60094
0.14749,0.76425,1.2417,0.231
0.44269,1.0392,0.85572,0.27674
0.51778,0.45511,1.4998,-0.049864
0.46505,0.76494,0.5191,-0.4056
-0.48864,0.45244,1.1806,-0.01752
0.16702,0.97586,0.42587,-0.58472
0.85802,0.25902,1.322,0.14115
0.33679,0.26654,0.99242,-0.26145
0.84981,0.92683,0.36496,0.043973
0.2864,0.62072,1.3586,-0.10111
1.2571,-0.3201,0.48335,0.14991
0.91563,0.14335,1.0078,0.026021
0.33741,1.0384,0.16488,0.075789
1.4453,-0.15425,0.13259,-0.021821
1.0825,0.729,0.49967,0.29007
0.24606,0.74675,1.2676,0.51684
0.40562,0.48564,0.8467,-0.12488
0.80496,0.6831,0.74911,-0.19946
0.25093,-0.10471,0.54112,-0.8863
0.5647,0.35232,1.201,0.52078
0.21647,0.87561,0.88598,-0.31298
0.91239,0.57415,0.58777,0.2662
1.0173,0.33889,0.97376,-0.64876
0.25018,0.023956,1.2134,0.091193
0.64588,0.85886,1.1458,-0.12578
0.47845,0.16996,1.4039,-0.0027264
0.53433,0.56668,1.2698,0.23965
0.33967,0.30084,1.0287,0.29701
0.40292,0.87071,0.89521,-0.37872
0.82062,0.91347,0.82112,0.23321
0.16684,0.06731,1.186,-0.12736
1.2572,1.0674,0.4434,-0.08772
0.92013,0.36109,0.88908,0.39824
0.77219,0.80579,0.82938,-0.47591
